MakerSalesID,Maker,RawCategory,Year,Sales,CategoryGroup
4243,GREAVES ELECTRIC MOBILITY PVT LTD,2W,2017,0,2W
4244,GREAVES ELECTRIC MOBILITY PVT LTD,2W,2018,0,2W
4245,GREAVES ELECTRIC MOBILITY PVT LTD,2W,2019,0,2W
4246,GREAVES ELECTRIC MOBILITY PVT LTD,2W,2020,0,2W
4247,GREAVES ELECTRIC MOBILITY PVT LTD,2W,2021,0,2W
4248,GREAVES ELECTRIC MOBILITY PVT LTD,2W,2022,410,2W
4249,GREAVES ELECTRIC MOBILITY PVT LTD,2W,2023,24045,2W
4250,GREAVES ELECTRIC MOBILITY PVT LTD,2W,2024,18424,2W
4251,GREAVES INDIA PVT LTD,3W,2015,0,3W
4252,GREAVES INDIA PVT LTD,3W,2016,0,3W
4253,GREAVES INDIA PVT LTD,3W,2017,9,3W
4254,GREAVES INDIA PVT LTD,3W,2018,0,3W
4255,GREAVES INDIA PVT LTD,3W,2019,0,3W
4256,GREAVES INDIA PVT LTD,3W,2020,0,3W
4257,GREAVES INDIA PVT LTD,3W,2021,0,3W
4258,GREAVES INDIA PVT LTD,3W,2022,0,3W
4259,GREAVES INDIA PVT LTD,3W,2023,0,3W
4260,GREAVES INDIA PVT LTD,3W,2024,0,3W
4261,GREEN EVOLVE PVT LTD,3W,2015,0,3W
4262,GREEN EVOLVE PVT LTD,3W,2016,0,3W
4263,GREEN EVOLVE PVT LTD,3W,2017,0,3W
4264,GREEN EVOLVE PVT LTD,3W,2018,0,3W
4265,GREEN EVOLVE PVT LTD,3W,2019,0,3W
4266,GREEN EVOLVE PVT LTD,3W,2020,0,3W
4267,GREEN EVOLVE PVT LTD,3W,2021,0,3W
4268,GREEN EVOLVE PVT LTD,3W,2022,69,3W
4269,GREEN EVOLVE PVT LTD,3W,2023,42,3W
4270,GREEN EVOLVE PVT LTD,3W,2024,172,3W
4271,GREEN IMPEX,3W,2015,1,3W
4272,GREEN IMPEX,3W,2016,627,3W
4273,GREEN IMPEX,3W,2017,650,3W
4274,GREEN IMPEX,3W,2018,246,3W
4275,GREEN IMPEX,3W,2019,182,3W
4276,GREEN IMPEX,3W,2020,25,3W
4277,GREEN IMPEX,3W,2021,3,3W
4278,GREEN IMPEX,3W,2022,175,3W
4279,GREEN IMPEX,3W,2023,442,3W
4280,GREEN IMPEX,3W,2024,169,3W
4281,GREEN KAIKETSU AUTOMATIVE IND,3W,2015,0,3W
4282,GREEN KAIKETSU AUTOMATIVE IND,3W,2016,78,3W
4283,GREEN KAIKETSU AUTOMATIVE IND,3W,2017,175,3W
4284,GREEN KAIKETSU AUTOMATIVE IND,3W,2018,10,3W
4285,GREEN KAIKETSU AUTOMATIVE IND,3W,2019,4,3W
4286,GREEN KAIKETSU AUTOMATIVE IND,3W,2020,6,3W
4287,GREEN KAIKETSU AUTOMATIVE IND,3W,2021,3,3W
4288,GREEN KAIKETSU AUTOMATIVE IND,3W,2022,1,3W
4289,GREEN KAIKETSU AUTOMATIVE IND,3W,2023,0,3W
4290,GREEN KAIKETSU AUTOMATIVE IND,3W,2024,0,3W
4291,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2015,0,3W
4292,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2016,37,3W
4293,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2017,146,3W
4294,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2018,140,3W
4295,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2019,146,3W
4296,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2020,27,3W
4297,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2021,14,3W
4298,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2022,5,3W
4299,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2023,0,3W
4300,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3W,2024,0,3W
4301,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2015,0,3W
4302,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2016,0,3W
4303,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2017,0,3W
4304,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2018,0,3W
4305,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2019,18,3W
4306,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2020,14,3W
4307,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2021,39,3W
4308,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2022,36,3W
4309,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2023,28,3W
4310,GREEN SHUTTLE TECHNOLOGY PVT LTD,3W,2024,27,3W
4311,GREEN STAR MOTORS,3W,2015,0,3W
4312,GREEN STAR MOTORS,3W,2016,0,3W
4313,GREEN STAR MOTORS,3W,2017,0,3W
4314,GREEN STAR MOTORS,3W,2018,8,3W
4315,GREEN STAR MOTORS,3W,2019,0,3W
4316,GREEN STAR MOTORS,3W,2020,0,3W
4317,GREEN STAR MOTORS,3W,2021,24,3W
4318,GREEN STAR MOTORS,3W,2022,15,3W
4319,GREEN STAR MOTORS,3W,2023,345,3W
4320,GREEN STAR MOTORS,3W,2024,176,3W
4321,GREEN STAR MOTORS,LMV,2015,0,4W
4322,GREEN STAR MOTORS,LMV,2016,0,4W
4323,GREEN STAR MOTORS,LMV,2017,0,4W
4324,GREEN STAR MOTORS,LMV,2018,1,4W
4325,GREEN STAR MOTORS,LMV,2019,0,4W
4326,GREEN STAR MOTORS,LMV,2020,0,4W
4327,GREEN STAR MOTORS,LMV,2021,0,4W
4328,GREEN STAR MOTORS,LMV,2022,0,4W
4329,GREEN STAR MOTORS,LMV,2023,0,4W
4330,GREEN STAR MOTORS,LMV,2024,0,4W
4331,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2015,0,3W
4332,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2016,0,3W
4333,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2017,0,3W
4334,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2018,0,3W
4335,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2019,0,3W
4336,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2020,0,3W
4337,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2021,0,3W
4338,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2022,0,3W
4339,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2023,46,3W
4340,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3W,2024,22,3W
4341,GREEN TECHNOLOGIES,3W,2015,0,3W
4342,GREEN TECHNOLOGIES,3W,2016,0,3W
4343,GREEN TECHNOLOGIES,3W,2017,178,3W
4344,GREEN TECHNOLOGIES,3W,2018,570,3W
4345,GREEN TECHNOLOGIES,3W,2019,543,3W
4346,GREEN TECHNOLOGIES,3W,2020,100,3W
4347,GREEN TECHNOLOGIES,3W,2021,129,3W
4348,GREEN TECHNOLOGIES,3W,2022,43,3W
4349,GREEN TECHNOLOGIES,3W,2023,221,3W
4350,GREEN TECHNOLOGIES,3W,2024,198,3W
4351,GREEN VALLEY MOTORS,3W,2015,0,3W
4352,GREEN VALLEY MOTORS,3W,2016,0,3W
4353,GREEN VALLEY MOTORS,3W,2017,47,3W
4354,GREEN VALLEY MOTORS,3W,2018,220,3W
4355,GREEN VALLEY MOTORS,3W,2019,89,3W
4356,GREEN VALLEY MOTORS,3W,2020,38,3W
4357,GREEN VALLEY MOTORS,3W,2021,13,3W
4358,GREEN VALLEY MOTORS,3W,2022,14,3W
4359,GREEN VALLEY MOTORS,3W,2023,11,3W
4360,GREEN VALLEY MOTORS,3W,2024,4,3W
4361,GREEN VALLEY MOTORS,LMV,2015,0,4W
4362,GREEN VALLEY MOTORS,LMV,2016,0,4W
4363,GREEN VALLEY MOTORS,LMV,2017,0,4W
4364,GREEN VALLEY MOTORS,LMV,2018,1,4W
4365,GREEN VALLEY MOTORS,LMV,2019,0,4W
4366,GREEN VALLEY MOTORS,LMV,2020,0,4W
4367,GREEN VALLEY MOTORS,LMV,2021,0,4W
4368,GREEN VALLEY MOTORS,LMV,2022,0,4W
4369,GREEN VALLEY MOTORS,LMV,2023,0,4W
4370,GREEN VALLEY MOTORS,LMV,2024,0,4W
4371,GREEN WAY ECO RIDE,3W,2015,0,3W
4372,GREEN WAY ECO RIDE,3W,2016,0,3W
4373,GREEN WAY ECO RIDE,3W,2017,1,3W
4374,GREEN WAY ECO RIDE,3W,2018,0,3W
4375,GREEN WAY ECO RIDE,3W,2019,0,3W
4376,GREEN WAY ECO RIDE,3W,2020,1,3W
4377,GREEN WAY ECO RIDE,3W,2021,1,3W
4378,GREEN WAY ECO RIDE,3W,2022,0,3W
4379,GREEN WAY ECO RIDE,3W,2023,3,3W
4380,GREEN WAY ECO RIDE,3W,2024,1,3W
4381,GREEN WHEELZ (INDIA),3W,2015,0,3W
4382,GREEN WHEELZ (INDIA),3W,2016,0,3W
4383,GREEN WHEELZ (INDIA),3W,2017,31,3W
4384,GREEN WHEELZ (INDIA),3W,2018,131,3W
4385,GREEN WHEELZ (INDIA),3W,2019,15,3W
4386,GREEN WHEELZ (INDIA),3W,2020,3,3W
4387,GREEN WHEELZ (INDIA),3W,2021,0,3W
4388,GREEN WHEELZ (INDIA),3W,2022,0,3W
4389,GREEN WHEELZ (INDIA),3W,2023,0,3W
4390,GREEN WHEELZ (INDIA),3W,2024,0,3W
4391,GREEN WORLD MOTORS PVT LTD,3W,2015,0,3W
4392,GREEN WORLD MOTORS PVT LTD,3W,2016,0,3W
4393,GREEN WORLD MOTORS PVT LTD,3W,2017,0,3W
4394,GREEN WORLD MOTORS PVT LTD,3W,2018,10,3W
4395,GREEN WORLD MOTORS PVT LTD,3W,2019,2,3W
4396,GREEN WORLD MOTORS PVT LTD,3W,2020,0,3W
4397,GREEN WORLD MOTORS PVT LTD,3W,2021,0,3W
4398,GREEN WORLD MOTORS PVT LTD,3W,2022,0,3W
4399,GREEN WORLD MOTORS PVT LTD,3W,2023,0,3W
4400,GREEN WORLD MOTORS PVT LTD,3W,2024,0,3W
4401,GREENETICS INDUSTRIES PVT LTD,3W,2015,0,3W
4402,GREENETICS INDUSTRIES PVT LTD,3W,2016,0,3W
4403,GREENETICS INDUSTRIES PVT LTD,3W,2017,1,3W
4404,GREENETICS INDUSTRIES PVT LTD,3W,2018,0,3W
4405,GREENETICS INDUSTRIES PVT LTD,3W,2019,0,3W
4406,GREENETICS INDUSTRIES PVT LTD,3W,2020,0,3W
4407,GREENETICS INDUSTRIES PVT LTD,3W,2021,0,3W
4408,GREENETICS INDUSTRIES PVT LTD,3W,2022,0,3W
4409,GREENETICS INDUSTRIES PVT LTD,3W,2023,116,3W
4410,GREENETICS INDUSTRIES PVT LTD,3W,2024,0,3W
4411,GREENFIT INDUSTRIES LLP,3W,2015,0,3W
4412,GREENFIT INDUSTRIES LLP,3W,2016,0,3W
4413,GREENFIT INDUSTRIES LLP,3W,2017,0,3W
4414,GREENFIT INDUSTRIES LLP,3W,2018,0,3W
4415,GREENFIT INDUSTRIES LLP,3W,2019,0,3W
4416,GREENFIT INDUSTRIES LLP,3W,2020,0,3W
4417,GREENFIT INDUSTRIES LLP,3W,2021,0,3W
4418,GREENFIT INDUSTRIES LLP,3W,2022,0,3W
4419,GREENFIT INDUSTRIES LLP,3W,2023,4,3W
4420,GREENFIT INDUSTRIES LLP,3W,2024,168,3W
4421,GREENTECH AUTO LLP,3W,2015,0,3W
4422,GREENTECH AUTO LLP,3W,2016,0,3W
4423,GREENTECH AUTO LLP,3W,2017,0,3W
4424,GREENTECH AUTO LLP,3W,2018,8,3W
4425,GREENTECH AUTO LLP,3W,2019,19,3W
4426,GREENTECH AUTO LLP,3W,2020,36,3W
4427,GREENTECH AUTO LLP,3W,2021,6,3W
4428,GREENTECH AUTO LLP,3W,2022,6,3W
4429,GREENTECH AUTO LLP,3W,2023,1,3W
4430,GREENTECH AUTO LLP,3W,2024,7,3W
4431,GREENWHEELS AUTOMOBILE PVT LTD,3W,2015,0,3W
4432,GREENWHEELS AUTOMOBILE PVT LTD,3W,2016,61,3W
4433,GREENWHEELS AUTOMOBILE PVT LTD,3W,2017,170,3W
4434,GREENWHEELS AUTOMOBILE PVT LTD,3W,2018,98,3W
4435,GREENWHEELS AUTOMOBILE PVT LTD,3W,2019,201,3W
4436,GREENWHEELS AUTOMOBILE PVT LTD,3W,2020,129,3W
4437,GREENWHEELS AUTOMOBILE PVT LTD,3W,2021,505,3W
4438,GREENWHEELS AUTOMOBILE PVT LTD,3W,2022,905,3W
4439,GREENWHEELS AUTOMOBILE PVT LTD,3W,2023,872,3W
4440,GREENWHEELS AUTOMOBILE PVT LTD,3W,2024,424,3W
4441,GRG SMART VEHICLE PVT LTD,3W,2015,0,3W
4442,GRG SMART VEHICLE PVT LTD,3W,2016,0,3W
4443,GRG SMART VEHICLE PVT LTD,3W,2017,0,3W
4444,GRG SMART VEHICLE PVT LTD,3W,2018,0,3W
4445,GRG SMART VEHICLE PVT LTD,3W,2019,4,3W
4446,GRG SMART VEHICLE PVT LTD,3W,2020,29,3W
4447,GRG SMART VEHICLE PVT LTD,3W,2021,4,3W
4448,GRG SMART VEHICLE PVT LTD,3W,2022,0,3W
4449,GRG SMART VEHICLE PVT LTD,3W,2023,0,3W
4450,GRG SMART VEHICLE PVT LTD,3W,2024,0,3W
4451,GRINDIA G MOTORS PVT LTD,3W,2015,0,3W
4452,GRINDIA G MOTORS PVT LTD,3W,2016,0,3W
4453,GRINDIA G MOTORS PVT LTD,3W,2017,0,3W
4454,GRINDIA G MOTORS PVT LTD,3W,2018,0,3W
4455,GRINDIA G MOTORS PVT LTD,3W,2019,0,3W
4456,GRINDIA G MOTORS PVT LTD,3W,2020,0,3W
4457,GRINDIA G MOTORS PVT LTD,3W,2021,0,3W
4458,GRINDIA G MOTORS PVT LTD,3W,2022,0,3W
4459,GRINDIA G MOTORS PVT LTD,3W,2023,3,3W
4460,GRINDIA G MOTORS PVT LTD,3W,2024,2,3W
4461,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2015,0,2W
4462,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2016,0,2W
4463,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2017,0,2W
4464,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2018,0,2W
4465,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2019,0,2W
4466,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2020,0,2W
4467,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2021,0,2W
4468,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2022,0,2W
4469,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2023,0,2W
4470,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2W,2024,4,2W
4471,GUJARAT TRACTOR CORP LTD,3W,2015,0,3W
4472,GUJARAT TRACTOR CORP LTD,3W,2016,1,3W
4473,GUJARAT TRACTOR CORP LTD,3W,2017,0,3W
4474,GUJARAT TRACTOR CORP LTD,3W,2018,0,3W
4475,GUJARAT TRACTOR CORP LTD,3W,2019,0,3W
4476,GUJARAT TRACTOR CORP LTD,3W,2020,0,3W
4477,GUJARAT TRACTOR CORP LTD,3W,2021,0,3W
4478,GUJARAT TRACTOR CORP LTD,3W,2022,0,3W
4479,GUJARAT TRACTOR CORP LTD,3W,2023,0,3W
4480,GUJARAT TRACTOR CORP LTD,3W,2024,0,3W
4481,GURDEEP ENGINEERING WORKS,3W,2015,0,3W
4482,GURDEEP ENGINEERING WORKS,3W,2016,1,3W
4483,GURDEEP ENGINEERING WORKS,3W,2017,8,3W
4484,GURDEEP ENGINEERING WORKS,3W,2018,1,3W
4485,GURDEEP ENGINEERING WORKS,3W,2019,0,3W
4486,GURDEEP ENGINEERING WORKS,3W,2020,0,3W
4487,GURDEEP ENGINEERING WORKS,3W,2021,0,3W
4488,GURDEEP ENGINEERING WORKS,3W,2022,0,3W
4489,GURDEEP ENGINEERING WORKS,3W,2023,0,3W
4490,GURDEEP ENGINEERING WORKS,3W,2024,0,3W
4491,GURJEET AGRO INDUSTRIES,3W,2015,0,3W
4492,GURJEET AGRO INDUSTRIES,3W,2016,1,3W
4493,GURJEET AGRO INDUSTRIES,3W,2017,8,3W
4494,GURJEET AGRO INDUSTRIES,3W,2018,2,3W
4495,GURJEET AGRO INDUSTRIES,3W,2019,0,3W
4496,GURJEET AGRO INDUSTRIES,3W,2020,0,3W
4497,GURJEET AGRO INDUSTRIES,3W,2021,0,3W
4498,GURJEET AGRO INDUSTRIES,3W,2022,0,3W
4499,GURJEET AGRO INDUSTRIES,3W,2023,0,3W
4500,GURJEET AGRO INDUSTRIES,3W,2024,0,3W
4501,GURU JI WHEELS,3W,2015,0,3W
4502,GURU JI WHEELS,3W,2016,0,3W
4503,GURU JI WHEELS,3W,2017,0,3W
4504,GURU JI WHEELS,3W,2018,0,3W
4505,GURU JI WHEELS,3W,2019,0,3W
4506,GURU JI WHEELS,3W,2020,21,3W
4507,GURU JI WHEELS,3W,2021,118,3W
4508,GURU JI WHEELS,3W,2022,117,3W
4509,GURU JI WHEELS,3W,2023,64,3W
4510,GURU JI WHEELS,3W,2024,0,3W
4511,GURUKIRPA INDUSTRIES,3W,2015,0,3W
4512,GURUKIRPA INDUSTRIES,3W,2016,0,3W
4513,GURUKIRPA INDUSTRIES,3W,2017,127,3W
4514,GURUKIRPA INDUSTRIES,3W,2018,251,3W
4515,GURUKIRPA INDUSTRIES,3W,2019,383,3W
4516,GURUKIRPA INDUSTRIES,3W,2020,79,3W
4517,GURUKIRPA INDUSTRIES,3W,2021,53,3W
4518,GURUKIRPA INDUSTRIES,3W,2022,57,3W
4519,GURUKIRPA INDUSTRIES,3W,2023,37,3W
4520,GURUKIRPA INDUSTRIES,3W,2024,1,3W
4521,GURUKIRPA MOTORS,3W,2015,0,3W
4522,GURUKIRPA MOTORS,3W,2016,0,3W
4523,GURUKIRPA MOTORS,3W,2017,16,3W
4524,GURUKIRPA MOTORS,3W,2018,0,3W
4525,GURUKIRPA MOTORS,3W,2019,0,3W
4526,GURUKIRPA MOTORS,3W,2020,0,3W
4527,GURUKIRPA MOTORS,3W,2021,0,3W
4528,GURUKIRPA MOTORS,3W,2022,0,3W
4529,GURUKIRPA MOTORS,3W,2023,0,3W
4530,GURUKIRPA MOTORS,3W,2024,0,3W
4531,GURUKRAPA ENGINEERING WORKS,3W,2015,0,3W
4532,GURUKRAPA ENGINEERING WORKS,3W,2016,0,3W
4533,GURUKRAPA ENGINEERING WORKS,3W,2017,1,3W
4534,GURUKRAPA ENGINEERING WORKS,3W,2018,0,3W
4535,GURUKRAPA ENGINEERING WORKS,3W,2019,0,3W
4536,GURUKRAPA ENGINEERING WORKS,3W,2020,0,3W
4537,GURUKRAPA ENGINEERING WORKS,3W,2021,0,3W
4538,GURUKRAPA ENGINEERING WORKS,3W,2022,0,3W
4539,GURUKRAPA ENGINEERING WORKS,3W,2023,0,3W
4540,GURUKRAPA ENGINEERING WORKS,3W,2024,0,3W
4541,H. D. AUTOMOTIVES,3W,2015,0,3W
4542,H. D. AUTOMOTIVES,3W,2016,0,3W
4543,H. D. AUTOMOTIVES,3W,2017,0,3W
4544,H. D. AUTOMOTIVES,3W,2018,1,3W
4545,H. D. AUTOMOTIVES,3W,2019,9,3W
4546,H. D. AUTOMOTIVES,3W,2020,0,3W
4547,H. D. AUTOMOTIVES,3W,2021,0,3W
4548,H. D. AUTOMOTIVES,3W,2022,0,3W
4549,H. D. AUTOMOTIVES,3W,2023,0,3W
4550,H. D. AUTOMOTIVES,3W,2024,0,3W
4551,H.M.S.I. PVT. LTD.,2W,2015,0,2W
4552,H.M.S.I. PVT. LTD.,2W,2016,3,2W
4553,H.M.S.I. PVT. LTD.,2W,2017,2,2W
4554,H.M.S.I. PVT. LTD.,2W,2018,0,2W
4555,H.M.S.I. PVT. LTD.,2W,2019,0,2W
4556,H.M.S.I. PVT. LTD.,2W,2020,0,2W
4557,H.M.S.I. PVT. LTD.,2W,2021,0,2W
4558,H.M.S.I. PVT. LTD.,2W,2022,0,2W
4559,H.M.S.I. PVT. LTD.,2W,2023,0,2W
4560,H.M.S.I. PVT. LTD.,2W,2024,0,2W
4561,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2015,0,3W
4562,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2016,0,3W
4563,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2017,0,3W
4564,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2018,77,3W
4565,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2019,105,3W
4566,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2020,3,3W
4567,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2021,2,3W
4568,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2022,12,3W
4569,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2023,11,3W
4570,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3W,2024,0,3W
4571,HAITEK AUTOMOTIVE PVT LTD,3W,2015,0,3W
4572,HAITEK AUTOMOTIVE PVT LTD,3W,2016,0,3W
4573,HAITEK AUTOMOTIVE PVT LTD,3W,2017,0,3W
4574,HAITEK AUTOMOTIVE PVT LTD,3W,2018,0,3W
4575,HAITEK AUTOMOTIVE PVT LTD,3W,2019,0,3W
4576,HAITEK AUTOMOTIVE PVT LTD,3W,2020,0,3W
4577,HAITEK AUTOMOTIVE PVT LTD,3W,2021,0,3W
4578,HAITEK AUTOMOTIVE PVT LTD,3W,2022,0,3W
4579,HAITEK AUTOMOTIVE PVT LTD,3W,2023,0,3W
4580,HAITEK AUTOMOTIVE PVT LTD,3W,2024,60,3W
4581,HAMPI TRACTORS,2W,2015,0,2W
4582,HAMPI TRACTORS,2W,2016,1,2W
4583,HAMPI TRACTORS,2W,2017,0,2W
4584,HAMPI TRACTORS,2W,2018,0,2W
4585,HAMPI TRACTORS,2W,2019,0,2W
4586,HAMPI TRACTORS,2W,2020,0,2W
4587,HAMPI TRACTORS,2W,2021,0,2W
4588,HAMPI TRACTORS,2W,2022,0,2W
4589,HAMPI TRACTORS,2W,2023,0,2W
4590,HAMPI TRACTORS,2W,2024,0,2W
4591,HANUMAN UDYOG,3W,2015,0,3W
4592,HANUMAN UDYOG,3W,2016,0,3W
4593,HANUMAN UDYOG,3W,2017,0,3W
4594,HANUMAN UDYOG,3W,2018,0,3W
4595,HANUMAN UDYOG,3W,2019,0,3W
4596,HANUMAN UDYOG,3W,2020,0,3W
4597,HANUMAN UDYOG,3W,2021,0,3W
4598,HANUMAN UDYOG,3W,2022,0,3W
4599,HANUMAN UDYOG,3W,2023,8,3W
4600,HANUMAN UDYOG,3W,2024,68,3W
4601,HARJAS AGRO INDUSTRIES,3W,2015,0,3W
4602,HARJAS AGRO INDUSTRIES,3W,2016,0,3W
4603,HARJAS AGRO INDUSTRIES,3W,2017,1,3W
4604,HARJAS AGRO INDUSTRIES,3W,2018,0,3W
4605,HARJAS AGRO INDUSTRIES,3W,2019,0,3W
4606,HARJAS AGRO INDUSTRIES,3W,2020,0,3W
4607,HARJAS AGRO INDUSTRIES,3W,2021,0,3W
4608,HARJAS AGRO INDUSTRIES,3W,2022,0,3W
4609,HARJAS AGRO INDUSTRIES,3W,2023,0,3W
4610,HARJAS AGRO INDUSTRIES,3W,2024,0,3W
4611,HARSH TRADING CO,3W,2015,0,3W
4612,HARSH TRADING CO,3W,2016,0,3W
4613,HARSH TRADING CO,3W,2017,67,3W
4614,HARSH TRADING CO,3W,2018,297,3W
4615,HARSH TRADING CO,3W,2019,231,3W
4616,HARSH TRADING CO,3W,2020,73,3W
4617,HARSH TRADING CO,3W,2021,75,3W
4618,HARSH TRADING CO,3W,2022,45,3W
4619,HARSH TRADING CO,3W,2023,34,3W
4620,HARSH TRADING CO,3W,2024,36,3W
4621,HARSHVIE INDUSTRIES PVT LTD,3W,2015,0,3W
4622,HARSHVIE INDUSTRIES PVT LTD,3W,2016,0,3W
4623,HARSHVIE INDUSTRIES PVT LTD,3W,2017,0,3W
4624,HARSHVIE INDUSTRIES PVT LTD,3W,2018,0,3W
4625,HARSHVIE INDUSTRIES PVT LTD,3W,2019,0,3W
4626,HARSHVIE INDUSTRIES PVT LTD,3W,2020,0,3W
4627,HARSHVIE INDUSTRIES PVT LTD,3W,2021,0,3W
4628,HARSHVIE INDUSTRIES PVT LTD,3W,2022,0,3W
4629,HARSHVIE INDUSTRIES PVT LTD,3W,2023,2,3W
4630,HARSHVIE INDUSTRIES PVT LTD,3W,2024,4,3W
4631,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2015,0,2W
4632,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2016,0,2W
4633,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2017,0,2W
4634,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2018,0,2W
4635,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2019,0,2W
4636,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2020,0,2W
4637,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2021,0,2W
4638,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2022,0,2W
4639,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2023,4,2W
4640,HAYASA E-MOBILITY (INDIA) PVT LTD,2W,2024,0,2W
4641,HBSS E MOBILITY PVT LTD,3W,2015,0,3W
4642,HBSS E MOBILITY PVT LTD,3W,2016,0,3W
4643,HBSS E MOBILITY PVT LTD,3W,2017,0,3W
4644,HBSS E MOBILITY PVT LTD,3W,2018,0,3W
4645,HBSS E MOBILITY PVT LTD,3W,2019,0,3W
4646,HBSS E MOBILITY PVT LTD,3W,2020,0,3W
4647,HBSS E MOBILITY PVT LTD,3W,2021,0,3W
4648,HBSS E MOBILITY PVT LTD,3W,2022,0,3W
4649,HBSS E MOBILITY PVT LTD,3W,2023,8,3W
4650,HBSS E MOBILITY PVT LTD,3W,2024,16,3W
4651,H-D MOTOR COMPANY INDIA PVT LTD,3W,2015,0,3W
4652,H-D MOTOR COMPANY INDIA PVT LTD,3W,2016,0,3W
4653,H-D MOTOR COMPANY INDIA PVT LTD,3W,2017,4,3W
4654,H-D MOTOR COMPANY INDIA PVT LTD,3W,2018,0,3W
4655,H-D MOTOR COMPANY INDIA PVT LTD,3W,2019,0,3W
4656,H-D MOTOR COMPANY INDIA PVT LTD,3W,2020,0,3W
4657,H-D MOTOR COMPANY INDIA PVT LTD,3W,2021,0,3W
4658,H-D MOTOR COMPANY INDIA PVT LTD,3W,2022,0,3W
4659,H-D MOTOR COMPANY INDIA PVT LTD,3W,2023,0,3W
4660,H-D MOTOR COMPANY INDIA PVT LTD,3W,2024,0,3W
4661,HERCULES CRANE PVT.LTD.,3W,2015,0,3W
4662,HERCULES CRANE PVT.LTD.,3W,2016,0,3W
4663,HERCULES CRANE PVT.LTD.,3W,2017,145,3W
4664,HERCULES CRANE PVT.LTD.,3W,2018,16,3W
4665,HERCULES CRANE PVT.LTD.,3W,2019,0,3W
